서울특별시, 11, 52.2, 9053012
부산광역시, 21, 51.4, 3247802
대구광역시, 22, 51.4, 2332025
인천광역시, 23, 51.6, 2832125
광주광역시, 24, 51.7, 1431993
대전광역시, 25, 51.8, 1444417
울산광역시, 26, 50.9, 1086841
세종특별자치시, 29, 52, 356754
경기도, 31, 51.9, 12972406
강원도, 32, 51.1, 1481429
충청북도, 33, 51.1, 1556020
충청남도, 34, 51.3, 2062242
전라북도, 35, 51.4, 1732951
전라남도, 36, 51.2, 1720704
경상북도, 37, 51.1, 2544168
경상남도, 38, 51, 3190379
제주특별자치도, 39, 52.5, 642653
